# Date:     2025-09-16 18:17:56
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	REMARKS
OGLE-LMC-CEP-2036	F	05:27:15.04	-70:00:46.7	14.649	15.271	0.622	4.4645464	0.0000054	6001.58697	0.534	0.420	4.476	0.208	2.702	LMC_SC4_391223	LMC162.1.75960	LMC516.15.83346	HV2547	
OGLE-LMC-CEP-2037	F1	05:27:15.84	-69:43:43.8	14.998	15.644	0.646	3.4336801	0.0000236	6000.03904	0.309	0.265	4.466	0.085	2.748	LMC_SC4_436072	LMC162.3.103529	LMC516.24.95874	HV970	
OGLE-LMC-CEP-2038	F	05:27:16.34	-71:02:04.0	15.272	16.045	0.773	3.5961221	0.0000056	6000.75882	0.387	0.399	4.619	0.188	3.001	-99.99	LMC164.2.26890	LMC515.24.27252	-99.99	
OGLE-LMC-CEP-2039	F	05:27:17.15	-69:58:53.1	16.111	16.747	0.636	1.5817341	0.0000015	6000.84015	0.368	0.414	4.225	0.203	2.306	LMC_SC4_391365	LMC162.2.19207	LMC516.15.99430	-99.99	
OGLE-LMC-CEP-2040	F	05:27:17.46	-69:44:25.7	15.461	16.165	0.704	2.7367031	0.0000042	6000.83272	0.308	0.392	4.496	0.174	2.777	LMC_SC4_436115	LMC162.3.103532	LMC516.24.95968	-99.99	
OGLE-LMC-CEP-2041	1	05:27:21.06	-70:00:39.3	14.714	15.431	0.717	3.4786899	0.0000134	6001.51939	0.196	0.100	3.596	0.047	0.358	LMC_SC4_391255	LMC162.1.75966	LMC516.15.83347	-99.99	
OGLE-LMC-CEP-2042	F	05:27:21.28	-69:52:19.5	14.234	14.988	0.754	7.0704972	0.0000145	6002.65031	0.405	0.296	5.230	0.142	3.444	LMC_SC4_408742	LMC162.2.95484	LMC516.24.60254	HV12049	
OGLE-LMC-CEP-2043	F	05:27:22.96	-69:50:58.1	14.336	15.153	0.817	7.3733214	0.0000359	6005.79432	0.218	0.244	5.612	0.021	4.080	LMC_SC4_417850	LMC162.2.95486	LMC516.24.76522	-99.99	
OGLE-LMC-CEP-2044	F	05:27:27.17	-71:52:54.4	13.999	14.780	0.781	8.7505784	0.0000337	6002.89539	0.505	0.197	5.358	0.194	4.704	-99.99	LMC165.1.4547	LMC501.08.7649	-99.99	
OGLE-LMC-CEP-2045	12	05:27:27.56	-69:48:08.0	16.785	17.402	0.617	0.6329852	0.0000008	6000.27771	0.241	0.215	3.196	0.174	0.908	LMC_SC4_418294	LMC162.3.22607	LMC516.24.77146	-99.99	
OGLE-LMC-CEP-2046	1	05:27:28.63	-70:10:31.1	15.161	15.747	0.586	2.1166343	0.0000088	6000.09514	0.157	0.103	4.795	0.000	-99.99	LMC_SC4_369698	LMC163.4.86745	LMC516.15.42	-99.99	
OGLE-LMC-CEP-2047	F	05:27:30.22	-70:10:46.4	15.739	16.483	0.744	2.4950177	0.0000018	6002.48062	0.504	0.467	4.430	0.255	2.660	LMC_SC4_369748	LMC163.4.86747	LMC516.15.94	HV12051 HV12603	
OGLE-LMC-CEP-2048	12	05:27:31.34	-68:49:50.0	18.220	18.759	0.539	0.2838145	0.0000006	6000.00484	0.134	0.163	6.172	0.094	-99.99	-99.99	LMC160.1.50901	LMC517.15.17107	-99.99	
OGLE-LMC-CEP-2049	1	05:27:32.62	-69:49:14.9	14.141	14.806	0.665	4.5853990	0.0000208	6001.50557	0.208	0.208	4.307	0.084	2.049	LMC_SC4_417864	LMC162.3.43527	LMC516.24.14514	-99.99	secondary period 2.784902 d
OGLE-LMC-CEP-2050	F	05:27:34.00	-69:51:22.5	13.933	14.633	0.700	7.4948900	0.0000163	6001.21095	0.549	0.403	4.959	0.155	3.040	LMC_SC4_417847	LMC162.2.116868	LMC516.24.27	HV972	
OGLE-LMC-CEP-2051	F	05:27:36.69	-69:53:43.0	14.095	14.834	0.739	7.3202118	0.0000129	6006.38198	0.511	0.358	5.222	0.183	3.302	LMC_SC3_44256	LMC162.2.116870	LMC516.24.12	HV2552	
OGLE-LMC-CEP-2052	F	05:27:36.96	-69:56:27.0	15.225	16.039	0.814	3.7088201	0.0000055	6000.71005	0.383	0.394	4.612	0.183	3.000	LMC_SC3_35297	LMC162.2.38539	LMC516.15.41672	HV12052	
OGLE-LMC-CEP-2053	1	05:27:37.59	-69:57:52.6	14.332	14.936	0.604	4.0156195	0.0000127	6001.65183	0.198	0.169	3.969	0.058	1.158	LMC_SC3_35233	LMC162.2.38475	LMC516.15.41581	-99.99	
OGLE-LMC-CEP-2054	1	05:27:40.01	-69:55:45.8	14.897	15.572	0.675	2.7679194	0.0000073	6001.80657	0.204	0.063	4.414	0.000	-99.99	LMC_SC3_35307	LMC162.2.38548	LMC516.15.41687	LMV1166 HV12050	
OGLE-LMC-CEP-2055	F	05:27:42.77	-68:36:31.4	15.367	16.102	0.735	3.4250310	0.0000054	6001.21664	0.529	0.484	4.601	0.278	2.984	-99.99	LMC160.3.12047	LMC517.24.4904	-99.99	
OGLE-LMC-CEP-2056	F	05:27:42.94	-70:00:49.9	13.194	14.069	0.875	15.8439636	0.0000828	6006.36056	0.682	0.221	5.002	0.150	2.368	LMC_SC3_26910	LMC162.1.91230	LMC516.15.26177	HV973	
OGLE-LMC-CEP-2057	F	05:27:43.48	-70:08:42.5	15.503	16.213	0.710	2.7621304	0.0000030	6001.93600	0.411	0.432	4.483	0.214	2.762	LMC_SC3_11987	LMC163.4.86772	LMC516.15.11528	HV5851	
OGLE-LMC-CEP-2058	F	05:27:45.20	-71:10:06.6	15.470	16.153	0.683	2.8045385	0.0000031	6000.11002	0.455	0.443	4.486	0.227	2.746	-99.99	LMC164.2.5416	LMC515.15.33807	HV2557	
OGLE-LMC-CEP-2059	1	05:27:46.85	-68:03:32.3	14.425	15.272	0.847	4.4433768	0.0000233	6004.05391	0.207	0.211	4.112	0.076	1.543	-99.99	LMC159.3.14335	LMC518.06.12158	-99.99	
OGLE-LMC-CEP-2060	F	05:27:47.08	-69:19:38.6	14.966	15.739	0.773	4.2815754	0.0000068	6001.20710	0.428	0.414	4.731	0.189	3.241	-99.99	LMC161.2.25650	LMC516.32.31563	-99.99	
OGLE-LMC-CEP-2061	F	05:27:48.47	-68:22:56.9	13.773	-99.99	-99.99	9.7410811	0.0000446	6004.10177	0.362	0.188	5.872	0.090	5.096	-99.99	LMC160.4.38136	LMC517.24.4385D	-99.99	
OGLE-LMC-CEP-2062	1	05:27:49.56	-69:46:17.6	15.837	16.461	0.624	1.4697906	0.0000025	6000.84426	0.244	0.194	4.528	0.032	2.749	LMC_SC3_62742	LMC162.3.43719	LMC516.24.14766	-99.99	
OGLE-LMC-CEP-2063	1	05:27:49.81	-69:03:58.8	16.232	-99.99	-99.99	1.4476825	0.0000058	6001.33630	0.178	0.165	4.543	0.037	-99.99	-99.99	LMC161.4.21008	LMC517.06.10035D	-99.99	
OGLE-LMC-CEP-2064	F	05:27:53.27	-71:13:37.1	15.541	16.321	0.780	3.0848163	0.0000063	6000.58639	0.431	0.435	4.562	0.220	2.835	-99.99	LMC164.1.23238	LMC515.15.28920	-99.99	
OGLE-LMC-CEP-2065	F	05:27:54.76	-71:51:54.2	14.999	15.762	0.763	3.7847714	0.0000047	6000.42030	0.623	0.456	4.509	0.254	2.791	-99.99	LMC165.1.4584	LMC514.32.16995	-99.99	
OGLE-LMC-CEP-2066	F	05:27:55.00	-69:48:03.9	14.092	14.788	0.696	7.4423938	0.0000116	6006.50227	0.548	0.312	5.195	0.231	3.490	LMC_SC3_62624	LMC162.3.43538	LMC516.24.14519	HV974	
OGLE-LMC-CEP-2067	F1	05:27:55.70	-68:29:04.5	16.523	-99.99	-99.99	1.2817335	0.0000125	6000.08434	0.108	0.088	4.144	0.000	-99.99	-99.99	LMC160.4.17181	LMC517.23.4487D	-99.99	
OGLE-LMC-CEP-2068	F	05:27:56.93	-68:25:19.2	15.195	-99.99	-99.99	3.6924092	0.0000142	6001.71819	0.295	0.340	4.620	0.124	2.995	-99.99	LMC160.4.38146	LMC517.23.4457D	-99.99	
OGLE-LMC-CEP-2069	F	05:27:57.71	-69:53:48.5	15.772	16.529	0.757	2.5395641	0.0000024	6000.82698	0.459	0.448	4.455	0.233	2.692	LMC_SC3_44391	LMC162.2.117140	LMC516.24.169	-99.99	
OGLE-LMC-CEP-2070	12	05:27:59.03	-68:46:20.0	16.972	17.503	0.531	0.5877333	0.0000008	6000.36184	0.192	0.099	3.525	0.000	-99.99	-99.99	LMC160.2.21078	LMC517.14.48168	-99.99	
OGLE-LMC-CEP-2071	F1	05:28:00.03	-69:37:20.6	16.251	16.949	0.698	1.5468854	0.0000101	6000.64861	0.186	0.186	4.295	0.035	2.965	LMC_SC3_88012	LMC162.4.41392	LMC516.24.47904	-99.99	
OGLE-LMC-CEP-2072	12	05:28:01.08	-71:38:30.0	16.710	17.241	0.531	0.7380497	0.0000015	6000.42112	0.310	0.263	3.877	0.106	1.984	-99.99	LMC165.2.25105	LMC515.07.4885	-99.99	
OGLE-LMC-CEP-2073	1	05:28:03.25	-69:15:31.5	15.156	15.726	0.570	2.0106931	0.0000028	6000.55000	0.276	0.186	4.601	0.032	3.270	-99.99	LMC161.2.73803	LMC517.06.38853	HV5856	
OGLE-LMC-CEP-2074	F	05:28:06.89	-71:23:40.3	15.173	15.872	0.699	3.4735991	0.0000050	6000.61486	0.454	0.413	4.594	0.214	2.978	-99.99	LMC165.4.5062	LMC515.15.18	-99.99	
OGLE-LMC-CEP-2075	F	05:28:08.72	-70:18:32.8	14.862	15.562	0.700	4.1677638	0.0000061	6000.42369	0.467	0.414	4.580	0.192	2.928	-99.99	LMC163.3.87377	LMC516.07.29829	HV2560	
OGLE-LMC-CEP-2076	1	05:28:08.87	-70:04:53.5	14.790	15.484	0.694	3.0885982	0.0000130	6002.56255	0.185	0.054	3.127	0.037	5.991	-99.99	LMC162.1.29868	LMC516.15.11515	LMV442 HV2558	
OGLE-LMC-CEP-2077	1	05:28:11.36	-69:28:58.9	15.835	16.434	0.599	1.5983247	0.0000032	6001.02859	0.206	0.169	4.698	0.033	4.012	LMC_SC3_213991	LMC161.1.41516	LMC516.32.10152	-99.99	
OGLE-LMC-CEP-2078	F	05:28:11.37	-71:22:43.3	15.358	16.053	0.695	3.1290352	0.0000042	6000.43300	0.475	0.452	4.551	0.242	2.866	-99.99	LMC165.4.27451	LMC515.15.4556	-99.99	
OGLE-LMC-CEP-2079	F	05:28:19.67	-69:57:59.5	15.245	15.998	0.753	3.4209091	0.0000126	6003.27251	0.416	0.390	4.590	0.189	2.896	LMC_SC3_153983	LMC162.2.38615	LMC516.15.11958D	-99.99	
OGLE-LMC-CEP-2080	1	05:28:19.74	-69:57:28.6	17.730	18.273	0.543	0.3380087	0.0000017	6000.33500	0.132	0.000	-99.99	0.000	-99.99	-99.99	LMC162.2.40708	LMC516.15.13909D	-99.99	
OGLE-LMC-CEP-2081	F	05:28:20.61	-70:51:43.8	15.400	16.066	0.666	2.7965080	0.0000027	6001.08035	0.581	0.472	4.449	0.260	2.629	-99.99	LMC164.4.14102	LMC515.24.16565	-99.99	
OGLE-LMC-CEP-2082	1	05:28:21.37	-69:59:23.0	14.928	-99.99	-99.99	4.9812302	0.0000449	6001.91025	0.073	0.088	-99.99	0.165	4.592	-99.99	LMC162.2.38621	LMC516.14.13718D	-99.99	
OGLE-LMC-CEP-2083	1	05:28:22.27	-68:48:39.2	16.846	17.485	0.639	0.7696158	0.0000014	6000.24607	0.190	0.173	3.554	0.115	1.221	-99.99	LMC160.1.57413	LMC517.14.48083	-99.99	
OGLE-LMC-CEP-2084	F	05:28:22.70	-69:39:34.6	15.157	15.863	0.706	2.9596106	0.0000149	6002.33581	0.266	0.216	4.516	0.072	2.017	LMC_SC3_194767	LMC162.4.59587	LMC516.24.47775	-99.99	
OGLE-LMC-CEP-2085	1	05:28:22.89	-69:51:36.4	15.268	-99.99	-99.99	2.0879829	0.0000243	6001.66519	0.211	0.114	4.900	0.000	-99.99	LMC_SC3_170223	LMC162.2.136579	LMC516.23.988D	-99.99	
OGLE-LMC-CEP-2086	1	05:28:23.11	-69:52:03.8	14.786	-99.99	-99.99	2.5794874	0.0000291	6001.47268	0.244	0.159	4.696	0.000	-99.99	LMC_SC3_162180	LMC162.2.136580	LMC516.23.885D	-99.99	
OGLE-LMC-CEP-2087	12	05:28:24.00	-69:41:55.1	17.320	17.945	0.625	0.5205094	0.0000003	6000.35025	0.230	0.182	2.808	0.147	0.525	LMC_SC3_187331	LMC162.3.143032	-99.99	-99.99	
OGLE-LMC-CEP-2088	1	05:28:27.46	-70:41:56.1	15.039	15.751	0.712	2.8169919	0.0000140	6000.44461	0.123	0.050	0.211	0.046	5.591	-99.99	LMC163.1.19044	LMC515.32.5423	-99.99	
OGLE-LMC-CEP-2089	12	05:28:27.67	-68:56:53.1	16.854	17.413	0.559	0.6603967	0.0000008	6000.01702	0.251	0.221	3.533	0.134	1.318	-99.99	LMC160.1.24709	LMC517.14.31009	-99.99	
OGLE-LMC-CEP-2090	F	05:28:29.64	-69:52:36.6	14.178	14.926	0.748	7.2261702	0.0000204	6002.34872	0.500	0.361	5.283	0.188	3.491	LMC_SC3_162132	LMC162.2.136552	LMC516.23.54101	HV2568	
OGLE-LMC-CEP-2091	F	05:28:30.24	-68:38:49.0	15.367	16.170	0.803	3.4170090	0.0000035	6000.26007	0.484	0.422	4.561	0.222	2.918	-99.99	LMC167.6.20	LMC517.23.18132	-99.99	
OGLE-LMC-CEP-2092	F	05:28:30.47	-70:20:37.4	15.420	16.052	0.632	2.7041153	0.0000026	6000.78195	0.542	0.461	4.392	0.248	2.564	-99.99	LMC163.3.87451	LMC516.06.64976	HV2571	
OGLE-LMC-CEP-2093	F	05:28:31.39	-69:58:09.6	14.700	15.489	0.789	5.0448304	0.0000076	6002.88045	0.438	0.387	4.753	0.158	3.237	LMC_SC3_153982	LMC162.2.58210	LMC516.14.104970	HV2569	
OGLE-LMC-CEP-2094	F	05:28:31.92	-69:50:54.1	14.260	15.105	0.845	7.5701264	0.0000361	6000.60341	0.256	0.247	5.536	0.031	4.189	LMC_SC3_170205	LMC162.2.136554	LMC516.23.68617	-99.99	
OGLE-LMC-CEP-2095	1	05:28:31.93	-68:57:26.3	15.309	15.974	0.665	1.6425505	0.0000031	6001.07768	0.161	0.154	4.501	0.025	2.852	-99.99	LMC167.8.24	LMC517.14.30764	-99.99	secondary period 0.990178 d
OGLE-LMC-CEP-2096	F	05:28:33.16	-69:07:49.3	14.027	15.038	1.011	5.9719790	0.0000235	6001.27382	0.219	0.389	4.893	0.116	3.482	-99.99	LMC161.3.82027	LMC517.06.60490	-99.99	
OGLE-LMC-CEP-2097	F	05:28:33.49	-69:35:46.1	15.210	15.989	0.779	4.0109047	0.0000428	6003.62822	0.321	0.351	4.733	0.128	3.144	LMC_SC3_201465	LMC162.4.129354	LMC516.31.40079	-99.99	
OGLE-LMC-CEP-2098	12	05:28:33.63	-68:12:10.8	17.157	18.012	0.855	0.7671432	0.0000013	6000.71759	0.242	0.241	3.804	0.123	1.722	-99.99	LMC166.7.364	LMC517.31.21850	-99.99	
OGLE-LMC-CEP-2099	F	05:28:35.10	-69:51:23.3	14.252	14.954	0.702	6.8938299	0.0000404	6003.36605	0.215	0.257	5.098	0.028	3.473	LMC_SC3_170203	LMC162.2.136556	LMC516.23.54106	-99.99	
OGLE-LMC-CEP-2100	F	05:28:37.24	-69:41:01.2	14.641	15.451	0.810	5.8481724	0.0000277	6001.75527	0.185	0.228	4.951	0.030	3.852	LMC_SC3_194729	LMC162.4.59557	LMC516.23.102366	HV977	
OGLE-LMC-CEP-2101	F	05:28:37.41	-69:40:55.2	14.995	15.686	0.691	3.5575425	0.0000039	6000.71122	0.510	0.429	4.451	0.227	2.672	LMC_SC3_194754	LMC162.4.59610	LMC516.23.102371	HV975	
OGLE-LMC-CEP-2102	F	05:28:38.09	-69:58:01.8	13.647	14.500	0.853	12.2633646	0.0000526	6000.79687	0.389	0.039	3.045	0.149	1.172	LMC_SC3_153951	LMC162.2.58178	LMC516.14.104929	HV978	
OGLE-LMC-CEP-2103	1	05:28:39.57	-70:00:45.8	18.529	18.639	0.110	0.3913558	0.0000015	6000.11131	0.151	0.000	-99.99	0.000	-99.99	-99.99	-99.99	LMC516.14.92384	-99.99	uncertain (possible RR Lyrae star)
OGLE-LMC-CEP-2104	1	05:28:40.50	-69:36:29.1	14.967	-99.99	-99.99	2.7280949	0.0000035	6000.59191	0.251	0.061	4.020	0.061	0.273	LMC_SC3_201460	LMC162.4.129359	LMC516.31.634D	-99.99	
OGLE-LMC-CEP-2105	F	05:28:41.10	-69:06:07.9	15.248	16.112	0.864	4.7479997	0.0000079	6001.32982	0.496	0.417	4.878	0.171	3.375	-99.99	LMC161.3.82078	LMC517.06.20530	-99.99	
OGLE-LMC-CEP-2106	F	05:28:43.55	-69:50:03.2	14.717	15.536	0.819	5.2937802	0.0000134	6002.29792	0.286	0.308	4.888	0.074	3.642	LMC_SC3_170248	LMC162.3.63581	LMC516.23.68676	-99.99	
OGLE-LMC-CEP-2107	1	05:28:44.42	-69:50:05.0	14.876	15.487	0.611	2.6244420	0.0000067	6000.69729	0.196	0.057	4.746	0.000	-99.99	LMC_SC3_170246	LMC162.3.63585	LMC516.23.68674	-99.99	
OGLE-LMC-CEP-2108	F	05:28:45.16	-70:22:15.0	15.273	15.980	0.707	3.2801195	0.0000037	6002.21752	0.420	0.431	4.535	0.220	2.846	-99.99	LMC163.3.41688	LMC516.06.64954	-99.99	
OGLE-LMC-CEP-2109	F	05:28:45.46	-69:52:06.5	14.382	15.162	0.780	6.5180172	0.0000106	6000.90072	0.551	0.413	4.904	0.166	2.938	LMC_SC3_162135	LMC162.2.136563	LMC516.23.54104	HV2574	
OGLE-LMC-CEP-2110	12	05:28:45.50	-71:00:17.6	16.272	16.896	0.624	1.0919469	0.0000064	6001.04481	0.207	0.202	4.185	0.058	1.518	-99.99	LMC164.3.12378	LMC515.24.4838	-99.99	
OGLE-LMC-CEP-2111	F	05:28:47.21	-71:53:16.7	15.551	16.202	0.651	2.3740706	0.0000017	6001.43641	0.604	0.468	4.245	0.256	2.418	-99.99	LMC165.1.9840	LMC514.32.17062	-99.99	
OGLE-LMC-CEP-2112	F	05:28:51.43	-69:50:04.3	14.777	15.407	0.630	4.1159498	0.0000032	6000.37007	0.622	0.431	4.469	0.217	2.691	LMC_SC3_282040	LMC162.3.63595	LMC516.23.68675	HV979	
OGLE-LMC-CEP-2113	F	05:28:53.58	-70:04:09.8	15.590	16.816	1.226	4.6134365	0.0000251	6004.14139	0.481	0.424	4.743	0.188	3.242	LMC_SC3_250776	LMC162.1.45353	LMC516.14.88351	-99.99	decreasing mean brightness
OGLE-LMC-CEP-2114	1	05:28:54.27	-69:10:13.1	14.380	14.990	0.610	3.9940578	0.0000199	6002.16067	0.241	0.227	4.067	0.091	1.621	-99.99	LMC168.6.42535	LMC517.06.9922	-99.99	
OGLE-LMC-CEP-2115	F	05:28:54.52	-71:02:34.7	15.269	-99.99	-99.99	3.8791020	0.0000251	6002.80789	0.256	0.308	4.572	0.086	2.890	-99.99	LMC164.2.38440	LMC515.24.264D	-99.99	
OGLE-LMC-CEP-2116	2	05:28:54.60	-68:21:09.4	16.230	16.730	0.500	0.6491654	0.0000022	6000.02243	0.050	0.000	-99.99	0.000	-99.99	-99.99	LMC166.8.210	LMC517.31.23	-99.99	
OGLE-LMC-CEP-2117	1	05:28:54.86	-70:56:01.2	15.125	15.713	0.588	2.1652376	0.0000071	6001.92033	0.206	0.121	4.625	0.000	-99.99	-99.99	LMC164.3.43463	LMC515.24.4179D	-99.99	
OGLE-LMC-CEP-2118	1	05:29:02.90	-69:53:24.9	15.042	15.736	0.694	2.4459143	0.0000100	6000.11557	0.174	0.056	5.186	0.000	-99.99	LMC_SC3_274410	LMC169.7.83172	LMC516.23.54148	-99.99	
OGLE-LMC-CEP-2119	1	05:29:05.85	-70:05:40.3	14.916	15.504	0.588	2.3693579	0.0000036	6001.08325	0.234	0.122	4.667	0.014	3.773	LMC_SC3_250696	LMC169.8.51	LMC516.14.72087	LMV1794 HV12054	
OGLE-LMC-CEP-2120	F	05:29:06.50	-69:10:34.3	15.020	15.869	0.849	4.6084827	0.0000168	6002.16290	0.188	0.225	4.728	0.043	3.347	-99.99	LMC168.6.50	LMC517.06.9958	HV12055	
OGLE-LMC-CEP-2121	F	05:29:08.27	-67:49:48.3	14.911	15.553	0.642	4.0787907	0.0000068	6003.56760	0.587	0.458	4.622	0.254	3.068	-99.99	LMC166.5.28	LMC518.05.22948	-99.99	
OGLE-LMC-CEP-2122	F	05:29:08.96	-69:24:13.2	15.464	16.033	0.569	2.5743580	0.0000020	6000.57545	0.604	0.469	4.367	0.255	2.521	LMC_SC3_328748	LMC168.8.51545	LMC516.31.63501	-99.99	
OGLE-LMC-CEP-2123	1	05:29:12.05	-70:24:50.4	16.653	17.298	0.645	0.5430390	0.0000012	6000.06622	0.109	0.097	2.705	0.072	0.756	-99.99	LMC163.3.42032	LMC516.06.53652	-99.99	
OGLE-LMC-CEP-2124	1	05:29:12.45	-69:53:26.8	14.538	15.301	0.763	4.0455091	0.0000226	6003.63032	0.205	0.192	3.933	0.075	1.111	LMC_SC3_274376	LMC169.7.83123	LMC516.23.54146	HV2581	
OGLE-LMC-CEP-2125	1	05:29:13.04	-70:17:35.5	18.043	18.621	0.578	0.3091730	0.0000007	6000.08923	0.130	0.190	4.594	0.093	-99.99	-99.99	LMC163.3.105216	LMC516.06.78785	-99.99	
OGLE-LMC-CEP-2126	1	05:29:14.36	-70:17:28.7	15.443	16.004	0.561	1.8148662	0.0000027	6000.39889	0.273	0.201	4.480	0.025	3.048	-99.99	LMC163.3.103694	LMC516.06.78166	-99.99	
OGLE-LMC-CEP-2127	F	05:29:14.59	-69:31:05.7	14.311	15.128	0.817	7.4128655	0.0000297	6001.07412	0.266	0.258	5.456	0.032	4.303	LMC_SC3_317016	LMC168.8.25	LMC516.31.50637	-99.99	
OGLE-LMC-CEP-2128	1	05:29:15.31	-69:30:40.9	14.965	15.528	0.563	2.3503922	0.0000046	6000.32579	0.255	0.122	4.670	0.010	3.839	LMC_SC3_317051	LMC168.8.74	LMC516.31.50670	-99.99	
OGLE-LMC-CEP-2129	F	05:29:17.05	-69:00:22.0	14.994	-99.99	-99.99	4.0089573	0.0000034	6000.49475	0.615	0.392	4.610	0.133	2.943	-99.99	LMC168.5.40550	LMC517.06.9869D	-99.99	
OGLE-LMC-CEP-2130	1	05:29:19.20	-69:49:53.6	15.162	15.814	0.652	2.3573760	0.0000076	6002.34403	0.161	0.082	4.954	0.000	-99.99	LMC_SC3_282042	LMC169.6.90	LMC516.23.13118	-99.99	
OGLE-LMC-CEP-2131	12	05:29:21.26	-69:06:21.2	16.997	17.628	0.631	0.6684731	0.0000008	6000.48110	0.264	0.202	3.478	0.151	1.118	-99.99	LMC168.6.42939	LMC517.06.20846	-99.99	
OGLE-LMC-CEP-2132	F	05:29:21.43	-69:27:59.6	14.640	15.392	0.752	4.6843825	0.0000108	6004.11364	0.410	0.413	4.587	0.198	2.945	LMC_SC3_322990	LMC168.8.51430	LMC516.31.9911	HV2584	
OGLE-LMC-CEP-2133	F	05:29:22.01	-69:18:44.4	13.833	14.754	0.921	11.2630268	0.0000799	6003.13112	0.392	0.056	3.023	0.140	1.086	-99.99	LMC168.7.49370	LMC516.31.75124	HV2585	
OGLE-LMC-CEP-2134	F	05:29:22.37	-68:50:38.7	15.002	15.786	0.784	4.4840075	0.0000119	6004.35397	0.389	0.393	4.788	0.161	3.313	-99.99	LMC167.8.42770	LMC517.14.8456	HV5875	
OGLE-LMC-CEP-2135	1	05:29:24.74	-70:20:19.0	17.882	18.361	0.479	0.2667953	0.0000004	6000.24149	0.135	0.000	-99.99	0.000	-99.99	-99.99	LMC170.6.61388	LMC516.06.20674	-99.99	
OGLE-LMC-CEP-2136	F	05:29:25.60	-71:23:48.2	15.406	16.097	0.691	2.9270607	0.0000033	6002.08096	0.470	0.411	4.473	0.209	2.689	-99.99	LMC165.4.16412	LMC515.14.21072	-99.99	
OGLE-LMC-CEP-2137	1	05:29:26.95	-71:33:12.1	14.533	15.286	0.753	4.2103079	0.0000317	6003.75606	0.162	0.125	4.509	0.036	1.583	-99.99	LMC165.3.15797	LMC515.06.32326	-99.99	secondary period 6.139489 d
OGLE-LMC-CEP-2138	F	05:29:28.15	-71:09:24.0	15.463	16.201	0.738	3.0108628	0.0000046	6000.75166	0.483	0.443	4.535	0.237	2.796	-99.99	LMC164.2.16386	LMC515.14.37618	-99.99	
OGLE-LMC-CEP-2139	1	05:29:28.24	-70:08:15.0	15.353	16.116	0.763	2.1877966	0.0000079	6001.94797	0.103	0.081	5.254	0.000	-99.99	LMC_SC3_243445	LMC169.8.79	LMC516.14.12942	-99.99	
OGLE-LMC-CEP-2140	F	05:29:28.23	-70:14:55.1	15.339	16.013	0.674	3.0936486	0.0000035	6000.99981	0.559	0.481	4.520	0.287	2.808	LMC_SC3_230821	LMC170.5.60	LMC516.06.32740	HV983	
OGLE-LMC-CEP-2141	1	05:29:29.47	-71:54:53.3	15.239	15.919	0.680	2.2942156	0.0000084	6002.12203	0.189	0.071	4.860	0.000	-99.99	-99.99	LMC165.1.14599	LMC514.32.83	-99.99	
OGLE-LMC-CEP-2142	F	05:29:31.16	-71:08:36.8	14.798	15.621	0.823	5.3318234	0.0000523	6000.40810	0.124	0.166	4.928	0.000	-99.99	-99.99	LMC164.2.16349	LMC515.23.24055	-99.99	
OGLE-LMC-CEP-2143	1	05:29:32.13	-69:13:01.5	16.724	-99.99	-99.99	0.8554214	0.0000013	6000.37512	0.193	0.168	3.566	0.117	0.847	-99.99	LMC168.6.11392	LMC517.05.791D	-99.99	
OGLE-LMC-CEP-2144	1	05:29:32.50	-68:08:01.6	15.621	16.259	0.638	1.7512686	0.0000050	6000.54317	0.201	0.161	4.628	0.031	6.172	-99.99	LMC166.7.118	LMC517.31.11373	-99.99	
OGLE-LMC-CEP-2145	F	05:29:33.25	-69:21:01.6	14.490	15.306	0.816	6.2270890	0.0000248	6000.00878	0.305	0.297	5.026	0.056	3.630	LMC_SC3_444282	LMC168.7.13079	LMC516.31.31607	HV2588	
OGLE-LMC-CEP-2146	F	05:29:33.78	-70:00:32.8	14.825	15.599	0.774	4.9202332	0.0000085	6004.10347	0.383	0.403	4.841	0.158	3.466	LMC_SC3_368172	LMC169.8.74835	LMC516.14.28439	HV12057	
OGLE-LMC-CEP-2147	123	05:29:35.57	-70:02:57.1	16.979	17.498	0.519	0.5412814	0.0000008	6000.51663	0.265	0.102	2.985	0.129	0.432	LMC_SC3_360128	LMC169.8.75460	LMC516.14.28709	-99.99	
OGLE-LMC-CEP-2148	F	05:29:35.74	-69:00:21.5	15.367	16.119	0.752	3.2355813	0.0000036	6000.06124	0.455	0.455	4.577	0.236	2.933	-99.99	LMC168.5.51041	-99.99	-99.99	
OGLE-LMC-CEP-2149	F1	05:29:36.02	-69:40:26.7	15.216	15.972	0.756	3.4049710	0.0000243	6000.85649	0.176	0.137	4.570	0.019	2.830	LMC_SC3_415237	LMC169.5.97	LMC516.23.43120	-99.99	
OGLE-LMC-CEP-2150	1	05:29:38.53	-69:47:29.1	14.560	15.251	0.691	3.5316100	0.0000206	6001.57037	0.176	0.108	3.501	0.031	0.854	LMC_SC3_400608	LMC169.6.48	LMC516.23.13156	-99.99	
